2025-10-28 08:30:00,FLAT,25881.11775707209,25888.343598668827,25902.15977840202,50.89777907132863,-10.021962673708913,-12.756366067157591,2.7344033934486784,25906.6210526152,25882.7425,25858.8639473848,0.740958909558764,0.0018451331125516328,0.0001544744489606766,-0.07936507936507936,-0.001523111775196414,-0.3094216796899197,0.0,10.450000000000207,0.7933533402912352,-0.6087614290087207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,0.1702127659574468,0.022695035460972266,0.0,0.0
2025-10-28 08:35:00,FLAT,25867.641259684508,25879.14109360937,25895.369389058702,33.35368810682991,-11.775368826107297,-11.356913817028335,-0.4184550090789614,25893.051912543113,25874.620000000003,25856.188087456892,0.0,0.0014247098154956655,-0.00032376104346210446,-0.1111111111111111,-0.003480747956072393,-1.5595448316041918,0.0,11.514285714285766,0.7798844830928818,-0.6259234721840591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,-0.03,0.0,0.03303303303299366,0.0960960960962398,0.0,0.0
2025-10-28 08:40:00,FLAT,25862.271116386688,25871.39737015565,25888.629192490713,44.53599074894596,-10.703946856705443,-11.74438347602699,1.0404366193215466,25890.705372068405,25868.935,25847.164627931597,0.4555588670252991,0.0016831285917571757,0.00011288514323267905,-0.047619047619047616,-0.00261232516218587,-0.6250288378128039,0.0,11.839285714285454,0.766044443118978,-0.6427876096865394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.025,0.0,0.06790123456779311,0.19135802469121663,0.0,0.0
2025-10-28 08:45:00,FLAT,25861.585297856203,25866.6430522975,25883.073408855762,51.2796448975431,-7.961056646101497,-10.6320823845194,2.671025738417903,25891.20133976058,25864.89,25838.57866023942,0.6579167019927106,0.002034521682526481,4.7926039299357844e-05,-0.047619047619047616,-0.0022386117136659156,0.22933214605905045,0.0,12.553571428571429,0.7518398074789774,-0.6593458151000688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,1.0,1.0,0.0,0.0
2025-10-28 08:50:00,SELL,25856.23898967077,25861.864291620353,25877.812331915993,46.4178942515667,-7.372609326066595,-8.69517287424334,1.3225635481767455,25878.160272751436,25858.6025,25839.044727248565,0.4922665018188383,0.001512670512757644,-0.00011524346148046434,0.015873015873015872,-0.0017295227212186677,-0.5803877187439632,0.0,13.792857142857558,0.7372773368101241,-0.6755902076156602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.0,0.0,0.0,0.30352303523057833,0.0,0.0
2025-10-28 08:55:00,FLAT,25847.81149214037,25855.797100682612,25872.10407457088,35.529418104729075,-8.296074808647973,-7.887711231014716,-0.40836357763325637,25873.703291867183,25853.975,25834.246708132814,0.0,0.0015261321995696565,-0.00021369920288647653,0.015873015873015872,-0.0035394031042590493,-2.2423382854104417,0.0,14.153571428571533,0.7223639620597556,-0.6915130557822693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.0,0.0,0.06008230452671304,0.0032921810699708246,0.0,0.0
2025-10-28 09:00:00,FLAT,25832.172227275703,25843.8074406136,25863.299687295133,43.13530920633649,-11.62419730698457,-10.673167849350014,-0.9510294576345562,25877.918594222538,25845.295,25812.67140577746,0.3429817399929406,0.002524528679014064,3.3675181584696334e-05,-0.047619047619047616,-0.00452749344476747,-0.9922272244161341,0.0,12.70703125,0.7071067811865476,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,1.0,1.0,0.0,0.0
2025-10-28 09:05:00,FLAT,25832.568020183626,25839.23477476923,25857.51710255873,48.183849048404795,-8.689096860194695,-10.291739790050212,1.6026429298555165,25866.94081351898,25838.745000000003,25810.549186481025,0.5249150463251071,0.0021824445048687895,3.947345506896966e-05,-0.015873015873015872,-0.00420436043430922,-0.3560802707650724,0.0,14.732031249999896,0.6915130557822695,-0.7223639620597555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,0.0,0.3776683087027373,0.0,0.0
2025-10-28 09:10:00,FLAT,25834.633287866454,25837.64797751596,25853.427213786556,51.047076525704036,-5.522591931468924,-7.848568773751749,2.3259768422828255,25856.272434475643,25833.9525,25811.632565524356,0.690356741622031,0.00172795351200271,1.7800169875528614e-05,0.047619047619047616,-0.003226478336502514,-0.0150885242324811,0.0,13.764229910714546,0.6755902076156604,-0.737277336810124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,0.1485319516407124,0.01899827288425525,0.0,0.0
2025-10-28 09:15:00,FLAT,25836.38559957275,25837.095503608154,25850.253228416997,55.59467324741007,-3.1243532064254396,-5.44606066362958,2.3217074572041403,25848.654816407437,25831.225,25813.79518359256,1.0,0.0013495152790809512,5.6093494315214486e-05,0.07936507936507936,-0.00218479674828125,0.6687695302177936,0.0,12.57142857142883,0.659345815100069,-0.7518398074789773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.56,0.58,0.62,0.62,0.52,0.55,0.56,0.64,0.64,0.57,0.57,0.6,0.6,0.64,0.64,0.58,0.58,0.6,0.6,0.0,0.03,0.0,0.01217038539550729,0.0,0.0,0.0
