timestamp,open,high,low,close,volume
2024-03-13 03:46:00,22403.65,22404.85,22391.55,22400.2,0.0
2024-03-13 03:47:00,22398.4,22413.5,22397.85,22413.5,0.0
2024-03-13 03:48:00,22413.45,22413.45,22397.6,22401.3,0.0
2024-03-13 03:49:00,22398.55,22406.95,22391.9,22393.5,0.0
2024-03-13 03:50:00,22393.05,22394.95,22386.1,22386.1,0.0
2024-03-13 03:51:00,22384.1,22391.1,22377.1,22377.3,0.0
2024-03-13 03:52:00,22376.05,22379.7,22371.65,22376.85,0.0
2024-03-13 03:53:00,22375.85,22382.45,22372.8,22381.85,0.0
2024-03-13 03:54:00,22381.4,22381.4,22372.8,22376.7,0.0
2024-03-13 03:55:00,22376.05,22376.05,22365.5,22375.15,0.0
2024-03-13 03:56:00,22375.5,22379.5,22364.5,22366.3,0.0
2024-03-13 03:57:00,22364.15,22367.25,22353.45,22357.75,0.0
2024-03-13 03:58:00,22359.15,22365.8,22349.45,22365.8,0.0
2024-03-13 03:59:00,22364.6,22364.6,22339.8,22345.7,0.0
2024-03-13 04:00:00,22344.25,22359.25,22343.3,22344.05,0.0
2024-03-13 04:01:00,22345.1,22350.75,22340.9,22341.35,0.0
2024-03-13 04:02:00,22338.35,22347.05,22329.0,22347.05,0.0
2024-03-13 04:03:00,22348.25,22348.25,22325.7,22327.35,0.0
2024-03-13 04:04:00,22324.3,22336.05,22324.3,22336.05,0.0
2024-03-13 04:05:00,22335.15,22342.6,22332.9,22341.1,0.0
2024-03-13 04:06:00,22340.3,22353.75,22329.15,22334.55,0.0
2024-03-13 04:07:00,22333.65,22336.4,22312.45,22313.4,0.0
2024-03-13 04:08:00,22318.4,22324.55,22307.4,22319.8,0.0
2024-03-13 04:09:00,22320.5,22324.1,22312.5,22319.45,0.0
2024-03-13 04:10:00,22316.3,22332.35,22314.85,22327.5,0.0
2024-03-13 04:11:00,22326.75,22336.0,22323.75,22323.75,0.0
2024-03-13 04:12:00,22322.9,22326.2,22315.25,22324.45,0.0
2024-03-13 04:13:00,22325.65,22347.55,22319.85,22346.0,0.0
2024-03-13 04:14:00,22346.55,22346.55,22337.45,22342.25,0.0
2024-03-13 04:15:00,22343.0,22343.0,22327.3,22332.0,0.0
2024-03-13 04:16:00,22332.95,22332.95,22319.0,22323.75,0.0
