timestamp,open,high,low,close,volume
2024-01-02 03:46:00,21718.3,21729.8,21716.55,21728.15,0.0
2024-01-02 03:47:00,21727.05,21727.2,21716.0,21716.6,0.0
2024-01-02 03:48:00,21718.0,21722.85,21715.15,21720.1,0.0
2024-01-02 03:49:00,21719.65,21728.9,21716.35,21722.95,0.0
2024-01-02 03:50:00,21722.45,21726.6,21719.4,21724.3,0.0
2024-01-02 03:51:00,21721.55,21722.85,21718.5,21721.8,0.0
2024-01-02 03:52:00,21722.0,21722.65,21711.6,21714.45,0.0
2024-01-02 03:53:00,21713.9,21715.25,21711.45,21711.95,0.0
2024-01-02 03:54:00,21712.4,21713.25,21705.4,21705.4,0.0
2024-01-02 03:55:00,21705.9,21705.9,21699.6,21705.8,0.0
2024-01-02 03:56:00,21706.4,21725.95,21706.4,21724.4,0.0
2024-01-02 03:57:00,21722.9,21727.3,21718.65,21726.8,0.0
2024-01-02 03:58:00,21725.75,21733.2,21725.75,21732.9,0.0
2024-01-02 03:59:00,21732.15,21732.15,21727.2,21731.9,0.0
2024-01-02 04:00:00,21730.7,21733.25,21725.15,21731.35,0.0
2024-01-02 04:01:00,21731.35,21731.35,21722.4,21722.55,0.0
2024-01-02 04:02:00,21722.2,21723.05,21715.0,21717.2,0.0
2024-01-02 04:03:00,21718.0,21721.95,21713.2,21721.95,0.0
2024-01-02 04:04:00,21721.75,21721.75,21716.2,21721.4,0.0
2024-01-02 04:05:00,21721.3,21725.45,21716.65,21716.65,0.0
2024-01-02 04:06:00,21716.5,21716.5,21712.25,21713.3,0.0
2024-01-02 04:07:00,21714.05,21722.2,21713.5,21722.2,0.0
2024-01-02 04:08:00,21723.55,21731.3,21722.0,21727.5,0.0
2024-01-02 04:09:00,21728.2,21735.15,21727.45,21735.0,0.0
2024-01-02 04:10:00,21734.3,21738.1,21731.25,21733.9,0.0
2024-01-02 04:11:00,21735.4,21740.25,21734.95,21740.25,0.0
2024-01-02 04:12:00,21740.65,21742.35,21736.1,21741.45,0.0
2024-01-02 04:13:00,21743.4,21743.8,21738.1,21739.9,0.0
2024-01-02 04:14:00,21740.95,21740.95,21736.9,21736.9,0.0
2024-01-02 04:15:00,21738.4,21739.45,21730.55,21731.2,0.0
2024-01-02 04:16:00,21731.2,21731.2,21726.95,21730.55,0.0
2024-01-02 04:17:00,21731.35,21738.45,21730.85,21735.25,0.0
2024-01-02 04:18:00,21736.0,21736.55,21731.15,21735.6,0.0
