timestamp,open,high,low,close,volume
2024-02-21 03:46:00,22203.75,22212.45,22202.3,22212.1,0.0
2024-02-21 03:47:00,22212.55,22216.4,22207.8,22208.35,0.0
2024-02-21 03:48:00,22210.2,22222.05,22209.85,22218.95,0.0
2024-02-21 03:49:00,22218.6,22224.65,22213.8,22218.4,0.0
2024-02-21 03:50:00,22218.4,22220.8,22209.85,22211.55,0.0
2024-02-21 03:51:00,22211.4,22211.4,22206.5,22206.55,0.0
2024-02-21 03:52:00,22205.2,22206.05,22196.2,22197.2,0.0
2024-02-21 03:53:00,22197.45,22212.6,22197.45,22212.15,0.0
2024-02-21 03:54:00,22212.65,22215.1,22209.7,22211.95,0.0
2024-02-21 03:55:00,22210.6,22218.6,22208.35,22217.9,0.0
2024-02-21 03:56:00,22217.3,22219.8,22215.45,22216.0,0.0
2024-02-21 03:57:00,22215.85,22215.85,22197.1,22200.65,0.0
2024-02-21 03:58:00,22202.9,22205.9,22197.1,22197.15,0.0
2024-02-21 03:59:00,22197.65,22208.15,22194.7,22207.25,0.0
2024-02-21 04:00:00,22207.3,22207.3,22194.35,22200.1,0.0
2024-02-21 04:01:00,22199.15,22200.55,22193.55,22195.2,0.0
2024-02-21 04:02:00,22195.15,22202.25,22190.3,22200.25,0.0
2024-02-21 04:03:00,22201.45,22211.2,22197.65,22210.0,0.0
2024-02-21 04:04:00,22209.85,22212.1,22205.75,22209.1,0.0
2024-02-21 04:05:00,22209.15,22218.15,22207.35,22217.05,0.0
2024-02-21 04:06:00,22216.6,22238.35,22216.6,22233.7,0.0
2024-02-21 04:07:00,22233.6,22235.0,22221.8,22225.1,0.0
2024-02-21 04:08:00,22225.45,22233.05,22223.45,22229.6,0.0
2024-02-21 04:09:00,22229.3,22233.95,22227.7,22232.9,0.0
2024-02-21 04:10:00,22232.4,22233.3,22218.55,22223.4,0.0
2024-02-21 04:11:00,22222.9,22230.05,22218.65,22226.8,0.0
2024-02-21 04:12:00,22226.35,22232.45,22226.35,22228.9,0.0
2024-02-21 04:13:00,22229.9,22234.65,22228.15,22229.45,0.0
2024-02-21 04:14:00,22229.65,22235.4,22229.65,22232.8,0.0
2024-02-21 04:15:00,22233.0,22240.55,22233.0,22234.05,0.0
2024-02-21 04:16:00,22235.95,22240.45,22234.3,22234.45,0.0
2024-02-21 04:17:00,22234.0,22240.1,22234.0,22236.55,0.0
2024-02-21 04:18:00,22237.2,22242.7,22236.15,22239.0,0.0
2024-02-21 04:19:00,22239.35,22240.2,22229.35,22232.2,0.0
2024-02-21 04:20:00,22233.75,22241.2,22232.3,22239.1,0.0
2024-02-21 04:21:00,22240.0,22240.0,22230.3,22230.85,0.0
2024-02-21 04:22:00,22230.6,22243.9,22229.45,22243.9,0.0
2024-02-21 04:23:00,22243.0,22245.4,22240.7,22244.9,0.0
2024-02-21 04:24:00,22244.9,22246.3,22232.8,22233.5,0.0
2024-02-21 04:25:00,22233.85,22239.3,22222.75,22237.65,0.0
2024-02-21 04:26:00,22238.5,22238.5,22230.6,22231.95,0.0
2024-02-21 04:27:00,22230.85,22238.6,22229.95,22235.4,0.0
2024-02-21 04:28:00,22236.35,22240.65,22235.5,22239.85,0.0
